Cale 75 13476 4 65 1
Caleb 93 10013 3 36 2
Calvin 4 14554 7 21 1
Camden 49 11785 7 27 0
Cameron 32 14256 5 94 2
Camren 57 12862 10 6 2
Camron 10 10928 4 61 2
Carl 79 11444 9 92 0
Carlo 85 12684 4 43 2
Carlos 67 12143 1 8 0
Carlton 3 14806 8 92 2
Carson 18 11538 7 77 0
Carter 38 13261 3 37 1
Casey 87 11481 4 63 2
Cason 71 14887 6 46 1
Cayden 87 13884 9 34 0
Cedric 90 14551 5 96 1
Cesar 92 13263 10 9 1
Chad 10 13090 4 3 0
Chaim 69 13390 10 24 0
Chance 98 10756 6 31 1
Chandler 26 13965 2 69 0
Charles 68 12827 7 69 0
Charlie 39 10887 3 65 1
Chase 52 10077 1 74 2
Chaz 21 12888 9 76 2
Chris 71 14595 6 94 2
Christian 70 12073 7 64 2
Christopher 8 14711 10 51 0
Clarence 8 12166 4 68 2
Clark 47 12140 10 8 1
Clay 48 11472 9 83 2
Clayton 59 10937 8 70 0
Clifford 9 12879 4 74 2
Clifton 46 12241 2 46 2
Clinton 35 10519 7 35 2
Coby 64 11093 10 76 0
Cody 50 10843 8 5 0
Colby 84 11701 6 74 1
Cole 35 14729 6 40 0
Coleman 23 12157 6 82 2
Colin 60 11654 8 39 2
Collin 2 14786 1 62 0
Colt 7 10325 6 99 2
Colten 22 12200 6 47 1
Colton 30 13809 7 3 0
Conner 62 10236 7 28 1
Connor 30 13502 3 53 1
Conor 51 11020 2 38 1
Conrad 89 13250 5 37 2
Cooper 58 11615 4 68 0
Corbin 31 12145 7 85 1
Cordell 48 10701 7 16 0
Corey 70 14302 6 65 1
Cornelius 9 13878 9 96 0
Cortez 42 13735 5 96 0
Cory 49 11239 10 53 0
Craig 63 10260 3 92 1
Cristian 13 11269 8 42 0
Cristobal 40 13806 9 4 2
Cristopher 55 13848 6 8 1
Cruz 95 14862 10 46 0
Cullen 87 10489 5 25 0
Curtis 55 11890 10 82 0
Cyrus 67 13985 7 5 2
Dakota 92 12788 6 16 0
Dale 82 11749 4 14 1
Dallas 7 12201 1 84 2
Dallin 86 10253 5 30 0
Dalton 14 11521 7 8 0
Damian 95 12640 6 48 0
Damien 87 14711 6 46 1
Damion 36 13554 7 94 1
Damon 85 10641 4 81 1
Dandre 46 12685 10 87 0
Dane 23 10758 8 75 2
Dangelo 11 12832 5 13 0
Daniel 46 11242 3 90 2
Danny 20 14058 1 97 2
Dante 46 14298 9 76 1
Daquan 41 13288 6 63 2
Darian 43 14411 9 86 0
Darien 81 11061 8 21 2
Darin 83 10060 8 12 1
Dario 27 13150 6 91 0
Darion 12 13770 6 14 0
Darius 27 12939 6 100 1
Darnell 5 10444 5 94 2
Darrell 5 11657 5 59 2
Darren 97 10857 6 18 1
Darrin 33 13898 7 57 1
Darrion 18 14572 9 34 2
Darrius 59 12642 6 98 0
Darryl 22 13419 1 88 1
Darwin 65 14977 6 12 1
Daryl 63 12915 5 14 2
Dashawn 33 14682 2 81 2
David 72 10483 10 2 1
Davin 71 14318 3 46 1
Davion 69 13782 9 25 0
Davis 2 13993 6 97 2
Davon 1 12422 3 65 2
Dawson 51 12104 6 76 0
Dayton 7 12421 6 42 0
Dean 48 14676 9 20 2
Deandre 38 12274 4 62 1
Deangelo 23 12950 8 46 2
Declan 49 14260 3 74 0
Demarcus 92 10013 2 16 0
Demetrius 59 11445 3 37 0
Dennis 77 12551 9 73 1
Denzel 59 10561 1 98 2
Deon 60 13081 9 76 0
Deonte 99 10530 2 95 1
Derek 52 11739 7 31 2
Derick 5 13989 3 43 2
Derrick 5 14910 9 61 2
Deshaun 77 10594 7 53 2
Deshawn 38 11169 2 45 1
Desmond 35 14606 5 38 2
Destin 63 10179 2 88 1
Devan 83 12271 3 58 1
Devante 50 13458 1 14 1
Deven 76 13244 1 64 1
Devin 87 12421 6 40 2
Devon 6 10350 1 45 0
Devonte 38 10453 7 75 2
Devyn 84 10009 4 33 2
Dexter 28 13886 3 38 1
Diego 10 14485 1 32 1
Dillan 39 10940 8 91 1
Dillon 46 13182 10 88 0
Dimitri 39 10279 9 8 1
Dion 6 12466 5 63 0
Domenic 11 12358 9 24 2
Dominic 70 12315 6 87 2
Dominick 51 13809 4 11 1
Dominik 38 10263 8 28 0
Dominique 22 11478 9 78 1
Donald 82 13223 3 40 1
Donavan 8 13240 4 15 1
Donovan 40 11242 9 58 0
Dontae 13 14747 6 76 2
Donte 2 13393 5 72 2
Dorian 52 14849 9 88 2
Douglas 1 13169 5 53 0
Drake 83 13713 3 20 2
Draven 98 13454 9 67 1
Drew 1 10733 6 42 2
Duane 69 12693 6 85 0
Duncan 41 10328 7 35 0
Dustin 76 11003 2 67 0
Dwayne 41 10606 5 69 0
Dwight 73 14870 5 37 1
Dylan 21 14068 5 49 1
Dylon 43 10732 2 76 2
Ean 62 10848 5 34 2
Earl 39 12327 5 97 0
Easton 14 14596 1 88 2
Eddie 66 10454 6 92 0
Eddy 99 10171 4 50 1
Edgar 93 12698 2 55 0
Edgardo 42 10749 8 47 1
Eduardo 44 10362 5 47 1
Edward 15 13416 5 37 2
Edwin 38 11343 1 91 1
Efrain 47 10193 4 70 1
Efren 88 13434 3 71 2
Eli 86 13570 9 40 2
Elian 71 14401 6 81 1
Elias 95 11148 8 81 0
Eliezer 44 11544 8 65 0
Elijah 65 14415 6 55 1
Eliseo 70 12153 3 75 1
Elisha 94 12512 3 74 0
Elliot 6 14020 6 46 1
Elliott 70 14598 9 37 2
Ellis 16 12734 2 3 1
Elmer 77 14033 9 70 0
Elvin 81 12782 10 11 1
Elvis 95 10547 2 69 2
Emanuel 100 14917 7 82 1
Emerson 85 13314 6 50 0
Emiliano 9 10701 10 50 1
Emilio 94 13296 9 94 2
Emmanuel 78 12333 5 98 1
Emmett 29 11832 9 17 2
Enrique 94 14455 3 100 1
Eric 34 11301 6 33 2
Erick 92 13486 3 69 1
Erik 48 13455 1 73 1
Ernest 30 12185 3 71 2
Ernesto 36 14211 2 22 1
Esteban 43 14730 4 42 0
Estevan 73 12636 3 44 0
Ethan 66 13480 8 24 0
Ethen 6 10117 6 44 1
Eugene 86 14060 10 72 1
Evan 48 10234 7 61 2
Everett 73 14937 3 40 0
Ezekiel 59 14296 4 86 0
Ezequiel 47 12255 1 77 2
Ezra 29 14057 9 6 0
Fabian 38 12390 4 49 2
Felipe 22 10084 2 91 0
Felix 9 12626 3 8 0
Fernando 35 12771 4 71 1
Fidel 76 11554 8 100 1
Finn 68 14362 1 95 1
Forrest 78 11875 8 9 1
Francis 43 10656 6 19 2
Francisco 95 14502 6 53 1
Frank 59 11152 6 27 1
Frankie 29 14040 3 57 0
Franklin 97 12013 7 42 1
Fred 81 13723 1 19 2
Freddie 86 11866 8 90 2
Freddy 11 11117 8 6 2
Frederick 27 14839 7 68 0
Fredrick 97 10026 2 42 0
Gabriel 74 13491 5 37 0
Gael 47 14354 4 48 0
Gage 13 10909 1 21 2
Gaige 27 14955 4 78 1
Gannon 98 12165 8 61 0
Garett 66 11805 10 81 2
Garret 52 11935 4 97 1
Garrett 89 14971 8 49 2
Garrison 10 10036 8 38 2
Gary 75 14160 7 70 1
Gaven 86 11009 6 20 1
Gavin 14 13873 2 7 0
Gavyn 23 10649 9 91 0
Geoffrey 39 11939 6 18 2
George 41 10980 1 97 2
Gerald 24 14361 2 7 0
Gerard 63 13661 6 68 2
Gerardo 97 13572 6 84 2
German 30 13590 3 11 2
Gian 50 14689 10 38 1
Giancarlo 48 11660 3 99 1
Gianni 77 14854 1 19 2
Gideon 85 13528 10 29 1
Gilbert 98 10412 8 47 2
Gilberto 85 13452 4 47 1
Gino 25 13767 4 88 2
Giovanni 58 12753 9 72 1
Giovanny 80 11374 9 30 2
Glen 57 13725 3 82 0
Glenn 40 11526 2 76 2
Gonzalo 67 14857 1 9 0
Gordon 5 12335 4 23 1
Grady 46 10074 6 61 2
Graham 98 12389 7 95 1
Grant 60 13135 3 96 0
Grayson 50 14707 1 48 2
Gregory 57 10680 6 100 2
Greyson 39 11226 3 48 1
Griffin 34 10966 10 13 1
Guadalupe 19 10464 9 63 2
Guillermo 16 14167 10 7 0
Gunnar 52 13276 1 49 2
Gunner 80 10037 6 13 0
Gustavo 62 11872 2 43 0
Guy 71 12247 9 27 2
Haden 15 10411 6 2 2
Hamza 46 10214 5 22 2
Harley 47 10866 4 29 2
Harold 96 14276 4 6 0
Harrison 82 14529 2 95 1
Harry 24 12561 3 51 1
Hassan 38 10547 8 59 2
Hayden 48 11108 2 21 2
Heath 34 13711 4 70 1
Hector 6 14577 2 55 0
Henry 72 11050 6 91 0
Herbert 94 14599 10 10 0
Heriberto 73 12498 1 25 0
Holden 64 13087 7 38 1
Houston 95 10613 6 3 1
Howard 15 11767 10 25 1
Hudson 65 11640 6 12 2
Hugh 96 12869 6 36 0
Hugo 88 12237 7 38 1
Humberto 34 10579 2 34 1
Hunter 50 10277 3 72 2
Ian 26 14677 4 73 0
Ibrahim 25 11433 5 79 1
Ignacio 53 13502 8 14 0
Immanuel 30 14770 3 40 0
Irvin 40 10194 3 26 2
Irving 79 12633 7 89 1
Isaac 72 11445 1 90 0
Isaak 36 13272 1 78 2
Isai 67 11511 1 43 1
Isaiah 9 13456 1 50 0
Isaias 65 10800 4 35 2
Isiah 39 10177 8 9 2
Ismael 97 13199 7 73 1
Israel 74 10743 8 85 0
Issac 21 14624 1 12 1
Ivan 23 12495 4 41 0
Izaiah 44 13412 9 81 0
Jabari 20 13064 9 92 1
Jace 14 11738 9 60 1
Jack 33 13800 2 17 2
Jackson 10 11643 5 37 2
Jacob 81 12920 2 27 2
Jacoby 92 12545 8 80 0
Jaden 63 12793 2 24 0
Jadon 54 10006 10 85 0
Jadyn 17 11288 9 53 1
Jaeden 16 10450 9 12 1
Jagger 45 10619 7 38 0
Jaheem 31 14076 5 1 2
Jaheim 73 12629 7 33 2
Jahiem 86 14708 7 71 2
Jaiden 19 11563 3 81 1
Jaime 62 10678 7 66 1
Jair 50 13013 8 97 1
Jairo 38 14326 6 33 2
Jake 67 10829 5 73 0
Jakob 21 13139 3 23 1
Jakobe 10 12349 4 25 0
Jalen 14 12677 5 44 1
Jamal 58 10172 1 60 1
Jamar 62 14150 1 54 2
Jamari 15 11032 8 22 0
Jamel 47 10742 9 23 2
James 66 13747 2 1 0
Jameson 5 11126 8 66 2
Jamie 53 14874 10 56 2
Jamil 26 10880 7 74 1
Jamir 30 13631 4 91 2
Jamison 66 14934 7 3 1
Jan 42 14062 7 93 1
Jaquan 100 10213 2 21 1
Jaquez 50 13784 4 4 0
Jared 66 12317 3 11 1
Jaren 43 11797 8 76 2
Jarod 80 10954 5 4 2
Jaron 31 14140 8 4 2
Jarred 24 10031 6 94 0
Jarrett 42 12831 1 22 1
Jarrod 52 12485 3 94 1
Jarvis 70 10398 8 31 1
Jase 51 12893 10 16 2
Jason 69 14606 4 22 1
Jasper 34 14038 5 69 2
Javen 1 10023 4 58 2
Javier 37 13579 7 30 1
Javion 61 12984 2 23 0
Javon 69 13944 8 93 0
Jaxon 42 13339 10 81 2
Jaxson 62 13696 5 16 1
Jay 43 12524 4 49 2
Jayce 7 13849 2 36 2
Jayden 31 12463 8 71 1
Jaydon 2 10043 4 66 0
Jaylan 45 13825 4 17 1
Jaylen 64 10832 4 26 0
Jaylin 17 10249 2 68 0
Jaylon 19 11635 8 73 1
Jayson 93 12339 10 1 1
Jean 91 10558 2 62 2
Jeff 49 13792 7 80 0
Jefferson 16 13751 10 59 2
Jeffery 26 10487 8 14 2
Jeffrey 68 10919 7 67 0
Jeremiah 56 12334 3 24 1
Jeremy 42 10639 10 68 1
Jermaine 100 12193 8 73 0
Jerome 83 10363 5 6 0
Jerry 31 10722 6 93 2
Jesse 48 10282 7 51 2
Jessie 71 14795 10 48 0
Jesus 23 14376 2 96 0
Jett 86 13994 6 18 2
Jevon 73 12953 5 18 1
Jimmy 42 13000 6 42 2
Joan 70 10321 7 36 1
Joaquin 67 11361 9 73 1
Joe 99 14187 9 93 0
Joel 92 11697 9 37 0
Joey 76 13100 10 96 2
Johan 6 11780 5 86 1
John 83 13282 5 77 1
Johnathan 90 12039 9 82 0
Johnathon 65 10048 10 23 1
Johnny 7 10027 4 56 2
Jon 34 11342 1 39 0
Jonah 99 11714 3 16 1
Jonas 36 12549 9 49 1
Jonatan 5 13821 5 49 1
Jonathan 51 11583 10 59 0
Jonathon 49 14257 4 90 0
Jordan 88 11345 5 93 0
Jorden 45 10764 10 84 2
Jordon 68 14320 5 31 1
Jordy 92 13866 3 35 2
Jorge 53 11495 6 67 2
Jose 85 12507 1 28 2
Josef 69 12098 1 58 0
Joseph 76 12356 4 60 1
Josh 79 10946 10 35 1
Joshua 53 13653 10 19 0
Josiah 15 12942 9 58 0
Josue 2 14619 5 96 1
Jovan 38 10882 7 2 2
Jovani 6 12199 8 83 2
Jovany 4 11568 8 29 1
Juan 43 11915 3 65 0
Judah 78 14414 3 35 1
Jude 70 12672 8 36 0
Julian 47 13375 7 23 0
Julien 17 12392 7 50 1
Julio 100 14098 8 3 1
Julius 9 13944 7 31 2
Junior 95 11992 9 66 0
Justice 55 12973 7 24 1
Justin 2 12074 1 69 2
Justus 54 14670 9 26 1
Justyn 91 10798 7 73 1
Kade 79 11931 2 70 2
Kaden 90 11167 7 27 2
Kadin 72 12446 1 69 2
Kai 80 14274 5 10 1
Kaiden 65 12716 2 73 1
Kale 77 10569 3 70 2
Kaleb 89 14257 8 79 1
Kameron 10 11697 4 41 1
Kamron 30 14152 3 27 0
Kane 63 13910 9 17 1
Kareem 31 11831 7 48 0
Karl 48 11398 1 21 2
Karson 13 11503 2 95 1
Kasey 74 10825 7 47 1
Kayden 70 10971 7 83 2
Keagan 100 11332 10 14 0
Keanu 42 12095 8 57 2
Keaton 43 10021 8 63 0
Keegan 38 14117 5 63 0
Keenan 25 13033 10 66 1
Keith 76 11424 6 15 2
Kellen 31 12347 8 38 1
Kelly 39 10749 2 94 1
Kelton 62 12614 1 33 1
Kelvin 80 10662 9 100 0
Kendall 85 13034 2 80 0
Kendrick 57 13166 9 77 0
Kennedy 50 14139 9 35 2
Kenneth 27 14982 10 87 1
Kenny 48 12063 9 93 0
Kent 16 12897 6 33 1
Kenyon 53 11227 4 40 1
Keon 59 14597 3 50 2
Keshawn 96 12981 6 29 1
Keven 18 14115 7 6 2
Kevin 15 12228 6 71 0
Kevon 74 13004 7 75 0
Keyon 11 10734 8 10 2
Keyshawn 35 13145 4 46 1
Khalid 47 11537 8 55 0
Khalil 38 10880 2 96 0
Kian 81 10082 2 48 1
Kieran 83 14450 8 41 0
Kirk 42 10226 5 83 0
Kobe 81 13657 7 43 2
Koby 30 14454 4 85 2
Kody 34 12109 5 84 2
Kolby 56 11067 4 66 2
Kole 32 12136 1 25 0
Kolton 95 13600 7 31 2
Korbin 46 12700 5 45 0
Korey 79 13628 7 38 2
Kory 66 10870 5 24 2
Kristian 91 10330 10 75 1
Kristofer 80 14848 1 28 0
Kristopher 39 13977 2 37 2
Kurt 59 12754 6 53 0
Kurtis 20 13725 4 23 0
Kylan 86 11631 6 38 2
Kyle 93 13251 6 24 1
Kyler 13 13155 9 58 2
Kyree 97 12327 6 27 1
Lamar 16 13139 10 98 1
Lamont 15 11582 2 25 2
Lance 14 11647 10 59 0
Landen 97 10311 4 54 0
Landon 13 10669 6 63 1
Lane 67 14947 7 47 2
Larry 91 10754 7 36 1
Latrell 32 13448 8 12 1
Lawrence 77 13762 5 69 2
Lawson 2 14025 10 8 0
Layne 79 13170 7 36 1
Layton 65 14028 7 88 1
Lee 61 10051 1 14 1
Leo 16 13951 7 69 2
Leon 27 10506 3 84 1
Leonard 33 14235 10 6 0
Leonardo 5 14498 3 94 1
Leonel 22 13364 8 32 0
Leroy 50 12005 4 78 0
Levi 59 14987 1 24 1
Lewis 25 10371 5 37 2
Liam 75 12778 5 7 2
Lincoln 56 12797 3 35 2
Lisandro 15 13673 9 15 2
Logan 45 10617 8 89 2
London 91 11832 9 60 0
Lonnie 4 11733 6 38 0
Lorenzo 31 14313 10 96 1
Louis 98 10995 3 49 1
Luc 40 12071 4 2 1
Luca 41 14083 8 42 2
Lucas 60 12586 1 88 0
Luciano 87 10758 4 44 0
Luis 90 10343 3 14 0
Lukas 25 11209 3 63 1
Luke 9 12037 4 3 2
Malachi 79 13956 7 85 1
Malakai 77 10618 8 92 1
Malcolm 88 13725 2 4 2
Malik 6 12727 9 58 0
Manuel 92 13836 8 34 1
Marc 45 13248 6 79 0
Marcel 86 14103 10 72 2
Marcelo 46 10252 4 34 0
Marco 40 11099 6 95 2
Marcos 98 14924 2 87 1
Marcus 92 13546 2 74 0
Mariano 94 12206 6 50 0
Mario 91 14196 7 58 2
Mark 48 12271 5 71 1
Markus 75 12390 5 97 2
Marlon 69 10270 6 55 0
Marquez 68 11708 7 4 0
Marquis 53 10195 1 63 2
Marquise 42 11790 5 37 0
Marshall 80 10098 8 17 1
Martin 32 13400 3 65 2
Marvin 45 13914 1 2 0
Mason 2 11317 4 43 2
Mateo 52 13431 7 58 1
Mathew 84 10066 5 63 0
Matteo 66 14792 6 23 2
Matthew 92 10862 7 16 2
Maurice 44 14432 5 72 0
Mauricio 9 13040 9 63 0
Maverick 37 14357 4 4 1
Max 38 13227 6 52 2
Maxim 88 14223 10 40 2
Maximilian 5 14671 9 50 2
Maximillian 52 11639 7 28 1
Maximo 53 12253 10 75 2
Maximus 23 10531 4 77 1
Maxwell 96 11329 3 31 2
Mekhi 57 10591 4 86 1
Melvin 66 10269 8 60 0
Micah 29 11515 9 46 0
Michael 98 11139 9 65 2
Micheal 83 11946 9 41 2
Miguel 99 12474 6 80 1
Mike 44 12281 7 4 2
Mikel 7 11953 4 50 2
Miles 38 11899 2 83 2
Milo 27 10260 2 54 0
Milton 71 11561 6 7 0
Misael 59 13525 5 57 2
Mitchel 88 11502 10 48 0
Mitchell 9 10632 7 30 0
Mohamed 88 14732 1 19 1
Mohammad 15 12700 8 49 2
Mohammed 46 13024 8 68 2
Moises 74 10348 2 51 2
Morgan 25 13504 6 37 2
Moses 31 14355 6 90 2
Moshe 84 14821 7 68 2
Muhammad 33 12557 8 69 2
Mustafa 11 12401 7 58 0
Myles 38 11971 3 52 1
Nash 69 11073 9 100 0
Nasir 43 14998 6 79 0
Nathan 34 10566 10 28 2
Nathanael 7 14056 6 45 0
Nathanial 33 12394 2 93 1
Nathaniel 99 14875 7 88 2
Nathen 65 10156 6 16 1
Neal 57 12823 9 19 2
Nehemiah 44 10269 3 56 0
Neil 23 14454 7 11 1
Nelson 24 14903 6 83 1
Nestor 33 14257 8 23 2
Nicholas 63 13032 2 56 1
Nick 92 13490 5 52 1
Nickolas 77 13547 3 40 2
Nico 19 13218 5 21 2
Nicolas 10 10264 3 40 0
Nigel 59 11006 4 17 2
Nikhil 48 12533 4 26 0
Nikolas 10 13183 10 100 0
Noah 53 14308 6 36 2
Noe 92 13611 1 94 1
Noel 1 10110 10 5 2
Nolan 47 12719 9 67 2
Norman 17 10329 4 68 1
Octavio 47 14481 2 76 2
Oliver 100 12978 1 90 1
Omar 56 11528 1 21 0
Omari 69 14782 10 10 1
Omarion 20 10270 3 40 0
Orion 16 12366 7 43 0
Orlando 10 10925 4 10 2
Osbaldo 41 12466 4 8 2
Oscar 60 12241 3 27 1
Osvaldo 52 14176 5 32 2
Oswaldo 29 13893 3 50 0
Owen 92 10948 1 85 2
Pablo 53 11630 9 92 2
Parker 70 12843 10 3 2
Patrick 47 12368 1 95 2
Paul 54 12635 8 21 2
Paxton 2 14026 6 39 1
Payton 52 12458 6 70 2
Pedro 78 10085 3 57 2
Perry 99 12647 10 82 2
Peter 67 14296 9 44 1
Peyton 8 14732 6 11 0
Philip 65 12599 1 20 1
Phillip 29 14376 8 58 1
Phoenix 94 10140 5 46 1
Pierce 59 10112 6 24 1
Pierre 65 14657 1 53 2
Porter 83 14901 7 50 2
Pranav 15 14288 9 17 0
Preston 34 10642 4 48 0
Prince 28 12351 3 86 2
Quentin 68 14294 5 28 1
Quincy 81 12797 10 24 1
Quinn 100 10791 8 77 0
Quinten 71 11487 3 36 1
Quintin 30 13749 5 75 0
Quinton 58 10540 10 8 0
Rafael 35 10373 5 70 1
Rahul 4 13511 7 41 0
Ralph 62 14417 8 18 0
Ramiro 48 10261 6 38 0
Ramon 52 13030 10 79 0
Randall 43 11511 1 30 2
Randy 32 12349 7 95 1
Raphael 32 14062 4 19 1
Rashad 68 11702 5 84 2
Raul 21 10402 8 89 2
Ray 87 12569 8 57 2
Raymond 17 11472 10 10 1
Raymundo 41 10546 4 99 2
Reagan 57 12105 9 7 1
Reece 83 12239 5 61 0
Reed 9 13566 6 61 0
Reese 41 11971 4 53 0
Reginald 65 11632 3 1 1
Reid 77 10144 8 57 2
Reilly 25 10527 10 100 0
Remington 6 12251 4 78 1
Rene 24 11933 10 57 0
Reuben 51 14319 4 41 0
Rey 87 12190 7 66 1
Reynaldo 94 10911 8 31 1
Rhett 98 11885 4 35 2
Ricardo 20 11750 7 70 2
Richard 40 11727 2 96 0
Rickey 21 10205 6 21 1
Ricky 12 10217 7 4 0
Rigoberto 11 10008 4 17 2
Riley 74 11940 5 96 1
River 68 10416 8 32 1
Robert 13 11960 4 82 2
Roberto 56 10102 6 84 2
Rocco 99 11712 4 50 1
Roderick 23 10592 9 30 0
Rodney 80 13086 1 68 1
Rodolfo 90 10860 7 99 1
Rodrigo 6 14684 4 73 2
Rogelio 10 12255 5 16 0
Roger 45 10366 9 7 2
Rohan 21 10550 10 76 2
Roland 50 14400 3 93 2
Rolando 55 13793 4 25 0
Roman 21 11571 4 66 1
Romeo 70 14703 10 87 0
Ronald 21 14243 4 15 1
Ronaldo 40 13274 5 49 1
Ronan 85 11549 8 55 1
Ronnie 86 11314 6 1 1
Rory 50 12382 6 32 1
Ross 60 10159 1 68 1
Rowan 50 12305 1 39 2
Roy 61 12285 9 19 2
Ruben 71 12813 10 90 2
Rudy 47 12373 9 92 0
Russell 13 11305 7 56 2
Ryan 47 12362 10 32 1
Ryder 29 10055 8 24 2
Rylan 35 14974 9 11 2
Rylee 82 11478 8 44 2
Ryley 47 11599 6 10 1
Sabastian 48 14016 1 41 1
Sage 7 12821 1 73 1
Salvador 6 13202 2 75 0
Salvatore 26 10528 4 8 1
Sam 81 12140 7 64 0
Samir 57 10815 2 12 0
Sammy 6 12034 3 100 0
Samson 69 11658 10 100 0
Samuel 29 12511 3 42 0
Santiago 8 14660 6 42 1
Santino 61 14323 9 85 0
Santos 23 12659 2 35 1
Saul 89 13306 6 48 0
Savion 7 12845 4 36 0
Sawyer 88 14749 9 81 0
Scott 85 12152 8 18 2
Seamus 60 10240 2 33 0
Sean 93 14592 3 100 0
Sebastian 64 10509 1 11 0
Semaj 68 13926 5 58 1
Sergio 67 11577 3 86 0
Seth 69 11602 9 1 1
Shamar 72 13614 1 48 2
Shane 11 12733 10 47 1
Shannon 15 10926 8 45 2
Shaun 16 13892 9 8 1
Shawn 36 10290 9 88 2
Shayne 37 10857 3 89 2
Shea 51 11686 3 64 2
Sheldon 85 14873 1 2 1
Shemar 75 10645 5 96 2
Sidney 15 11939 2 92 1
Silas 81 10047 10 59 2
